epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.6292305518070397,0.348707796376327,0.457427442073822,0.08324574679136276,0.05388285964727402
2,0.4990099610810779,0.3320945447888868,0.45839589834213257,0.1085096225142479,0.06952683627605438
3,0.4547928345557704,0.30845297194760424,0.4995771646499634,0.12398266792297363,0.08049195259809494
4,0.42760817722000827,0.294486819156285,0.4997638463973999,0.13101312518119812,0.08556471765041351
5,0.41045669520474015,0.2958859117380504,0.49630865454673767,0.13197468221187592,0.08515580743551254
6,0.3954501814987395,0.28916182851996913,0.5220463275909424,0.14084187150001526,0.09087575972080231
7,0.384399327929451,0.2812096929755704,0.5398209691047668,0.16637541353702545,0.10814407467842102
8,0.3735190863888786,0.2682299198261623,0.5443869829177856,0.15983380377292633,0.10453087091445923
9,0.3657917266804023,0.25341447982294807,0.562997579574585,0.16686804592609406,0.1106458529829979
10,0.3581480767585072,0.2526268494026414,0.5765213966369629,0.17103563249111176,0.11422882974147797
11,0.3517663624427015,0.2572785522403388,0.5656864047050476,0.1721038967370987,0.11359558999538422
12,0.34706528514216034,0.24897349245589354,0.5787142515182495,0.18509578704833984,0.12308160215616226
