epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.599848296314964,0.3536764328849727,0.4482800364494324,0.08403962850570679,0.0535537488758564
2,0.43012735446973493,0.3019768688185462,0.49938154220581055,0.13254521787166595,0.08528944849967957
3,0.3730489773022257,0.28272785976015286,0.5042702555656433,0.1461619734764099,0.0955924466252327
4,0.3414131255943525,0.2583223066967109,0.54682856798172,0.18900464475154877,0.12369736284017563
5,0.3199408653024182,0.24504076119126944,0.5738207101821899,0.20338404178619385,0.13528454303741455
6,0.3036750406392641,0.24196468036750268,0.584532618522644,0.2119075506925583,0.1413060873746872
7,0.2917704863554445,0.23138410495272999,0.5946515798568726,0.22401542961597443,0.15181829035282135
8,0.28038622064876195,0.24763190227335896,0.5882791876792908,0.21636910736560822,0.14390970766544342
9,0.2717702220913069,0.22292526143378225,0.6032782196998596,0.22537994384765625,0.15215666592121124
10,0.2662328591518981,0.22478351649539224,0.6106072068214417,0.24759377539157867,0.1672017127275467
11,0.2588130448195791,0.21280491174808863,0.6183967590332031,0.24768903851509094,0.16805294156074524
12,0.2529426169616495,0.2112017231254742,0.6292723417282104,0.2487158179283142,0.16942144930362701
