epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.38925026072421715,0.25029078697505064,0.5724717378616333,0.15261539816856384,0.10305847972631454
2,0.2990666199083666,0.23920651749797064,0.5713701248168945,0.18761618435382843,0.12577670812606812
3,0.2761122206484619,0.23031976216868177,0.6064839959144592,0.21722930669784546,0.1476995050907135
4,0.2580596604404075,0.21349781129049927,0.6324663162231445,0.24432744085788727,0.16789361834526062
5,0.2466968521005559,0.2055029513901227,0.6341302990913391,0.23913732171058655,0.16352252662181854
6,0.2351029006578812,0.2079856151791468,0.6434781551361084,0.24220433831214905,0.16493776440620422
7,0.22680686270559486,0.19875277925844062,0.6472154855728149,0.2599828839302063,0.17983146011829376
8,0.21980716606019507,0.19690081742528368,0.6472021341323853,0.2591267228126526,0.17927995324134827
9,0.21129967031417857,0.19766823988254756,0.6540138721466064,0.2582891583442688,0.18120892345905304
10,0.2051909855980985,0.19660651694013648,0.6562321186065674,0.2625507116317749,0.1791934072971344
11,0.19912106739448548,0.18986554984768775,0.6634459495544434,0.28935766220092773,0.20238935947418213
12,0.19183539850754874,0.19765493141053475,0.6509310603141785,0.2695731818675995,0.18566761910915375
