epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.6023143998818762,0.3289611157897401,0.4526025354862213,0.106040820479393,0.06699118763208389
2,0.49552524047492263,0.31781766410559825,0.46948307752609253,0.12780332565307617,0.08156425505876541
3,0.46195958477939997,0.303742888651482,0.5009931325912476,0.1368861049413681,0.0887141153216362
4,0.42918023737709116,0.26713346169419483,0.5505785942077637,0.17663408815860748,0.11632121354341507
5,0.41564017770417444,0.2718299333363363,0.549262285232544,0.17813844978809357,0.11599302291870117
6,0.4218559330290113,0.27584248434190883,0.53780198097229,0.16990050673484802,0.11099421232938766
7,0.4074193788757665,0.27973940499024846,0.5141687989234924,0.18185590207576752,0.11732933670282364
8,0.39664343039166877,0.26857558852189206,0.5232848525047302,0.16385667026042938,0.10604578256607056
9,0.39451159070785385,0.2897591768470529,0.5256056189537048,0.17270180583000183,0.1109437346458435
10,0.3775678142581297,0.2485908397460637,0.5802109241485596,0.2079668492078781,0.1380811184644699
11,0.36962091682941184,0.2518613210892024,0.5632871389389038,0.20605120062828064,0.13654015958309174
12,0.36482570496443945,0.2451564463442319,0.5958513617515564,0.21699801087379456,0.14409272372722626
