epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.4064310063254764,0.2624756253998855,0.5510032773017883,0.1639651358127594,0.1084236353635788
2,0.322494067181135,0.24992576287738208,0.5631437301635742,0.16392722725868225,0.10879738628864288
3,0.2940073297180231,0.23230217474287954,0.5960480570793152,0.20792973041534424,0.14004960656166077
4,0.2757237756184877,0.2254219598297415,0.6096273064613342,0.21661853790283203,0.14477863907814026
5,0.26160881129948693,0.21529809549964707,0.6111544966697693,0.2197970300912857,0.1489412635564804
6,0.24994725676120508,0.2165009092668007,0.6217895150184631,0.23624250292778015,0.16116638481616974
7,0.24132170463505073,0.21440566783321316,0.6219409108161926,0.24825449287891388,0.16727256774902344
8,0.23371839077430254,0.2025656769501752,0.646295964717865,0.25846347212791443,0.17626143991947174
9,0.2258264374725394,0.19974380202334502,0.6458195447921753,0.2577209770679474,0.17541873455047607
10,0.21943115987642678,0.19855738364416978,0.6461309194564819,0.26237979531288147,0.1807401031255722
11,0.21290352211309152,0.19345896254325734,0.6467713117599487,0.2788982689380646,0.19333207607269287
12,0.20765917345439888,0.19317121767792209,0.6553761959075928,0.2672731578350067,0.1844952553510666
