epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.5118196726017786,0.3212140008807182,0.4580576717853546,0.10583650320768356,0.06826338917016983
2,0.3901258582125499,0.2891112592713586,0.5078878998756409,0.12787777185440063,0.08330689370632172
3,0.3544600973098127,0.25993572232024426,0.5543298125267029,0.1802951842546463,0.11853960156440735
4,0.33019351645031664,0.25246342425716334,0.5643072724342346,0.17736704647541046,0.11757898330688477
5,0.31469400558119676,0.2674687675874809,0.5729197263717651,0.18507161736488342,0.1217883750796318
6,0.30294692104931525,0.23819758516961131,0.5868343710899353,0.19268187880516052,0.130037322640419
7,0.29188867179438793,0.21771345965821168,0.608258068561554,0.21209077537059784,0.14309416711330414
8,0.2837693393230438,0.22211596431403324,0.603774905204773,0.21477346122264862,0.1446523666381836
9,0.27721988936902847,0.2138965496215327,0.6303257942199707,0.23186004161834717,0.1575494259595871
10,0.2715362429660641,0.211847869589411,0.6207573413848877,0.23588523268699646,0.16020023822784424
11,0.2665362631372667,0.21203593437013954,0.6327590346336365,0.24104681611061096,0.1636267751455307
12,0.25969284347629373,0.20969780174822644,0.6329863667488098,0.23102544248104095,0.15669436752796173
