epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.9602328313822581,0.6170590162277222,0.14529699087142944,0.011202460154891014,0.006562755908817053
2,0.846548925021145,0.5584004015758119,0.2091655135154724,0.029835157096385956,0.0174123365432024
3,0.7633498088740349,0.482367453492921,0.28798386454582214,0.04088185727596283,0.02448136731982231
4,0.6894638485842037,0.42580181627437985,0.3233276605606079,0.061354827135801315,0.03748903423547745
5,0.6411179358392102,0.42134259322593953,0.3469734489917755,0.06359995901584625,0.03890512138605118
6,0.6131930891257847,0.4214633474062229,0.33145758509635925,0.06989132612943649,0.04285445064306259
7,0.5979119561992777,0.38966836980704606,0.38601046800613403,0.0872565358877182,0.05399981886148453
8,0.5757143304115133,0.37947682974667385,0.39556682109832764,0.09019383043050766,0.056389037519693375
9,0.5607877381978151,0.3730641084498373,0.4097432494163513,0.0942084863781929,0.059223055839538574
10,0.5463185049234179,0.3602538555346686,0.42909538745880127,0.10244292765855789,0.06409913301467896
11,0.5316558054026315,0.3493377841752151,0.42543265223503113,0.10923825204372406,0.06847521662712097
12,0.5205084312914255,0.3478103113585505,0.4190138578414917,0.11893552541732788,0.07429013401269913
