epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.44422824093433466,0.28196499126738517,0.5140707492828369,0.12250502407550812,0.08143217116594315
2,0.33817897266449476,0.2618565918556575,0.5534645915031433,0.1650213599205017,0.11027327924966812
3,0.30632837216660325,0.24524713549120672,0.5681169033050537,0.1735163927078247,0.11683876812458038
4,0.2875828863329455,0.2343809372392194,0.5979199409484863,0.1840486079454422,0.12478306144475937
5,0.2714403570939444,0.2320971966817461,0.6071780920028687,0.2148084193468094,0.14395274221897125
6,0.2598394682921904,0.2269272382403242,0.6051782369613647,0.2049587219953537,0.1385907232761383
7,0.2502129061816137,0.22093949595402027,0.6220862865447998,0.21802918612957,0.14884592592716217
8,0.2411642587098159,0.211725925422948,0.6411566734313965,0.22908124327659607,0.1577438861131668
9,0.23382001502990368,0.21267493814229965,0.6259135603904724,0.23498719930648804,0.16039533913135529
10,0.2268163779465991,0.22027270768223137,0.6242597699165344,0.21706637740135193,0.14769026637077332
11,0.22033803590202508,0.21768777981914322,0.631266713142395,0.23825712502002716,0.16354243457317352
12,0.21488160870586512,0.21516971017779976,0.6312840580940247,0.2420852929353714,0.16657030582427979
