epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.3968296722871012,0.2520512505851943,0.5694587826728821,0.17625415325164795,0.1173381358385086
2,0.3008879283523112,0.22228483013037978,0.6189817786216736,0.21481052041053772,0.14611360430717468
3,0.2745243731939059,0.19866097469268174,0.6593225598335266,0.25106149911880493,0.17588593065738678
4,0.2582950192547233,0.20153349992530098,0.6593098640441895,0.25895047187805176,0.1812124103307724
5,0.24565780425142786,0.19334539272661866,0.6505564451217651,0.283647358417511,0.19790515303611755
6,0.23580376377847556,0.19174606363321173,0.643306314945221,0.2848133444786072,0.19735124707221985
7,0.22728695872960103,0.18263262009312367,0.6806948781013489,0.29405635595321655,0.20643985271453857
8,0.2233831326772973,0.18320015311754984,0.6713629364967346,0.2771354019641876,0.19231155514717102
9,0.2163814831490467,0.18362967998817048,0.6783909797668457,0.29444554448127747,0.20797713100910187
10,0.21099091063666903,0.1807635933160782,0.6736453771591187,0.30444374680519104,0.21178074181079865
11,0.20756532235308506,0.1792777202252684,0.6790295839309692,0.28156018257141113,0.19705258309841156
12,0.20231079923679132,0.17503811490946802,0.6906363368034363,0.30319923162460327,0.21462556719779968
