epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.6190442009080236,0.4360975654988453,0.44195035099983215,0.08152887970209122,0.05077577009797096
2,0.5082787393415766,0.335658191401383,0.4502166509628296,0.09838411957025528,0.06293005496263504
3,0.469899012956539,0.3106222598203297,0.4735470116138458,0.11534798890352249,0.0739520713686943
4,0.44657583219083635,0.29762528847003805,0.4829609990119934,0.12265109270811081,0.07897304743528366
5,0.42822455717621405,0.28566637064876227,0.5126679539680481,0.14040784537792206,0.09072550386190414
6,0.41432597865462406,0.28760697553897724,0.5188745856285095,0.14341476559638977,0.09319156408309937
7,0.40391627987988804,0.2803620805000437,0.5286045074462891,0.14475582540035248,0.09401292353868484
8,0.39587964354644384,0.27032303686799675,0.5341745615005493,0.1642930805683136,0.10775265842676163
9,0.3879413237237061,0.2718872523513334,0.5428987145423889,0.15761493146419525,0.10294108092784882
10,0.3824581864456346,0.27323433027185245,0.5579937100410461,0.15391062200069427,0.10093791782855988
11,0.3776814083564016,0.26937212132174393,0.5300512909889221,0.16737017035484314,0.10895220935344696
12,0.37195628263642866,0.26816428329410225,0.5430065393447876,0.1636243313550949,0.10675975680351257
