epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.5268836710252575,0.29604953866580436,0.4933661222457886,0.10861045122146606,0.07049102336168289
2,0.41751825815618987,0.27981531090777495,0.5469715595245361,0.14500917494297028,0.09440258145332336
3,0.38977868520422354,0.27509002408076977,0.5388064384460449,0.15906734764575958,0.10355972498655319
4,0.371169355609909,0.25330975744230994,0.5533941984176636,0.1700596660375595,0.11173857748508453
5,0.3581847625329121,0.2475206044213525,0.5591502785682678,0.17569513618946075,0.11611734330654144
6,0.3470752260365362,0.2518574377586102,0.5619921088218689,0.17364586889743805,0.11414413899183273
7,0.3387030957953545,0.24043324656527618,0.5769599080085754,0.18385913968086243,0.12188000977039337
8,0.33247969610877526,0.23848876649963444,0.5827165842056274,0.19447563588619232,0.12870244681835175
9,0.32495084188208334,0.2354760042038457,0.5899389982223511,0.19310034811496735,0.12840811908245087
10,0.31940358345202974,0.23251145595106584,0.5969762802124023,0.21057924628257751,0.13963602483272552
11,0.31415954631592086,0.23509493259520367,0.5948179364204407,0.19906845688819885,0.13452763855457306
12,0.3083559157982973,0.2342586195674436,0.5825688242912292,0.19592320919036865,0.12988616526126862
