epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.6377981605131028,0.36737696969345823,0.4069305658340454,0.08889774978160858,0.05584685876965523
2,0.49657414090227947,0.31579825812823153,0.48411262035369873,0.1201334297657013,0.0769415870308876
3,0.4578233695684359,0.3086682276366508,0.48616358637809753,0.12343320995569229,0.0794849768280983
4,0.43273440895792814,0.3080622235389605,0.5094874501228333,0.12775011360645294,0.08145788311958313
5,0.4119422916390869,0.31424443546223313,0.49229997396469116,0.12971754372119904,0.08330096304416656
6,0.39225460083692804,0.27244053699382365,0.5488399863243103,0.16650332510471344,0.10854256898164749
7,0.37894781839839203,0.25884737564276344,0.5698321461677551,0.18343554437160492,0.12000302970409393
8,0.36502182458594,0.2559345832018003,0.5720920562744141,0.18845032155513763,0.12266020476818085
9,0.3592414713371937,0.2556853020844394,0.5871357917785645,0.20249329507350922,0.13328817486763
10,0.3455577003932852,0.24222528383339922,0.5796701312065125,0.20976680517196655,0.13869287073612213
11,0.3416546313261919,0.2503311507505913,0.5873713493347168,0.20128585398197174,0.13302288949489594
12,0.3387266191305151,0.24635961682420887,0.6060886979103088,0.20361460745334625,0.13535401225090027
