epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.5403814373425565,0.31233052970611885,0.4933303892612457,0.108803890645504,0.07150465995073318
2,0.41149704636376333,0.280871962439524,0.5617777705192566,0.14365269243717194,0.09409091621637344
3,0.3729536252940102,0.26267759318221107,0.5567655563354492,0.1646067500114441,0.10832463204860687
4,0.3492331777765908,0.25987169595613874,0.5785682201385498,0.16612814366817474,0.10996244102716446
5,0.33096704290341195,0.2348085590829588,0.5849575400352478,0.18841421604156494,0.12607869505882263
6,0.31684267032384705,0.22852212415166098,0.6098414659500122,0.20414485037326813,0.13720840215682983
7,0.3067213238999352,0.2304196188302889,0.5957620739936829,0.19603165984153748,0.1322421133518219
8,0.29683368526618575,0.22591707110404968,0.6261046528816223,0.22101514041423798,0.14977051317691803
9,0.2888844328635956,0.21490097535799627,0.6336143016815186,0.2376023530960083,0.16094253957271576
10,0.2816464128064156,0.2182745750840396,0.6296440362930298,0.23802858591079712,0.1624852567911148
11,0.2732666551460725,0.21103920889635608,0.6344836354255676,0.23328876495361328,0.15979090332984924
12,0.26819168460433895,0.21456978245549005,0.6407245397567749,0.24569495022296906,0.17056119441986084
