epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.4726951221598882,0.24597258089945234,0.5774585604667664,0.18540456891059875,0.1250896453857422
2,0.3757350687698567,0.23253043586837835,0.6155403852462769,0.20775456726551056,0.138626828789711
3,0.3440087122439962,0.22729074194513518,0.6027477979660034,0.22954601049423218,0.15414154529571533
4,0.3250270027111397,0.20959679597410663,0.6590901613235474,0.2578636109828949,0.17561577260494232
5,0.3079017309147643,0.20125330270364367,0.663875937461853,0.26876920461654663,0.18601125478744507
6,0.296131216299214,0.19655464543350812,0.6672956943511963,0.28450384736061096,0.19770626723766327
7,0.2871763172569075,0.19178928709749518,0.6610550284385681,0.28312113881111145,0.19615964591503143
8,0.2760836264096016,0.19100116414242777,0.665871262550354,0.28768211603164673,0.19742031395435333
9,0.2706040334646929,0.18530646187478098,0.6875938773155212,0.30142346024513245,0.20880943536758423
10,0.26272859448195024,0.17998920540357458,0.6890415549278259,0.30250856280326843,0.21248842775821686
11,0.25709883956486523,0.1813860650463351,0.6841975450515747,0.2886183261871338,0.20088350772857666
12,0.25134230625030035,0.18393623587386362,0.6849004626274109,0.29361531138420105,0.20485961437225342
