epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.6959823111045074,0.34095835418536746,0.41966482996940613,0.08784174174070358,0.05688042566180229
2,0.5208139754629294,0.3127576683101983,0.4626677632331848,0.11135821789503098,0.07163547724485397
3,0.4685780126447952,0.3109583517086917,0.4784996509552002,0.13493919372558594,0.08701480180025101
4,0.4377891384215391,0.2809070267040154,0.5350213646888733,0.15079307556152344,0.09842785447835922
5,0.4176187028038111,0.28818021591367393,0.5399530529975891,0.14992865920066833,0.09738846123218536
6,0.401476555803241,0.3090537691938466,0.5331528782844543,0.1396801918745041,0.09092841297388077
7,0.3893871530825143,0.2623459423924315,0.5546743273735046,0.17152336239814758,0.11223631352186203
8,0.3772048927907586,0.2458856562602109,0.5685840249061584,0.18267717957496643,0.12089869379997253
9,0.3709593144593773,0.2471614608990735,0.5651503205299377,0.18077632784843445,0.11948218196630478
10,0.36264900768323677,0.2439787862629726,0.5917589664459229,0.1971951425075531,0.13075438141822815
11,0.3542528889750611,0.2369298851695554,0.5887240767478943,0.19834816455841064,0.13187870383262634
12,0.34946043814731526,0.24652886323887727,0.5801287889480591,0.20414091646671295,0.13555273413658142
