epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.4492412297183133,0.23725961648846325,0.5689570903778076,0.20738650858402252,0.1404930055141449
2,0.3486780756653442,0.23362865513318207,0.5878275036811829,0.2336600124835968,0.1571866124868393
3,0.31657553040964576,0.21596304000648733,0.626015841960907,0.25811800360679626,0.17507238686084747
4,0.2976595072720989,0.194030846737019,0.6654013395309448,0.26742345094680786,0.18808551132678986
5,0.28490434070790466,0.18356714999839052,0.6776720285415649,0.29467833042144775,0.2054874151945114
6,0.274099118701936,0.18202132415281583,0.6817684769630432,0.3033991754055023,0.21083487570285797
7,0.2638240396025555,0.1769701678254833,0.6904907822608948,0.30565401911735535,0.21608394384384155
8,0.25646816788640964,0.18394063586649828,0.6834491491317749,0.30459150671958923,0.21263016760349274
9,0.24929394099866609,0.1741291155962095,0.6954836249351501,0.3214537501335144,0.22802627086639404
10,0.24208589410213402,0.17197052532271162,0.7031620740890503,0.3138860762119293,0.22331739962100983
11,0.23508074257110062,0.1709416656665606,0.6971336603164673,0.3222526013851166,0.2292647510766983
12,0.23067163045388786,0.17069691470632814,0.6961497664451599,0.33994248509407043,0.24161578714847565
