epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.43873691839410245,0.27023712964090585,0.5443216562271118,0.12977810204029083,0.08749853819608688
2,0.32452635521912976,0.2519711192748318,0.5659607648849487,0.1635807901620865,0.11054067313671112
3,0.29268454421745277,0.2301221962456834,0.5995234251022339,0.20136642456054688,0.13731272518634796
4,0.27170802361813867,0.2265446367737365,0.62503582239151,0.20646487176418304,0.14134816825389862
5,0.25516493544818475,0.22241822313772489,0.610299825668335,0.21077214181423187,0.14494509994983673
6,0.24328755863470666,0.22044640830526613,0.6260865330696106,0.21738554537296295,0.14890265464782715
7,0.2329611089994914,0.21039283673648965,0.648650050163269,0.22796037793159485,0.15862417221069336
8,0.2253924791830452,0.21190644739425346,0.6326083540916443,0.23036792874336243,0.15834039449691772
9,0.21611615757328598,0.2088846594911732,0.6322267651557922,0.23972748219966888,0.16491830348968506
10,0.20812695857978636,0.20073449887233238,0.6550714373588562,0.24346186220645905,0.1688051074743271
11,0.20252929786990853,0.19808121066387385,0.6573793292045593,0.26093029975891113,0.18125994503498077
12,0.19668959250979304,0.1998323121503608,0.6547996401786804,0.25821006298065186,0.18256740272045135
