epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.46957032188613773,0.2971254499821827,0.49641212821006775,0.1254369020462036,0.08238611370325089
2,0.35117176288254487,0.269886755069782,0.5428851842880249,0.16085848212242126,0.10648163408041
3,0.3138456663922555,0.24935978409545176,0.5800891518592834,0.18377818167209625,0.12280537933111191
4,0.28925129031661556,0.2390989867263827,0.5844061374664307,0.1959007978439331,0.13099096715450287
5,0.27219826146612747,0.22982648775495332,0.6084455847740173,0.20311875641345978,0.1366284340620041
6,0.2600163380665548,0.21884655392375485,0.6178534030914307,0.22740055620670319,0.15531639754772186
7,0.2499678468933633,0.21261087846139382,0.6263675689697266,0.23437978327274323,0.16096638143062592
8,0.2418805097286772,0.20987960819540352,0.6443108916282654,0.23706191778182983,0.16324621438980103
9,0.23347566653498322,0.20978171517109048,0.6327225565910339,0.25596871972084045,0.17667648196220398
10,0.22770598734311423,0.2014154809302297,0.643099308013916,0.24376226961612701,0.1679055094718933
11,0.2225077616708301,0.19835476669771918,0.6574919819831848,0.2687944769859314,0.18597352504730225
12,0.2180643464593266,0.20790972118747644,0.6428049206733704,0.2508085072040558,0.17257900536060333
