epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.4515220486306877,0.27266814120828287,0.5321795344352722,0.14662545919418335,0.0967169925570488
2,0.3524593178909089,0.2516839398096686,0.5713194012641907,0.16821743547916412,0.11183193325996399
3,0.32262561671947865,0.24421782944708653,0.5819364786148071,0.1831754744052887,0.12277074158191681
4,0.30258184703795804,0.229380460022247,0.5871458053588867,0.20975680649280548,0.14041589200496674
5,0.2881314477518849,0.23130899422789272,0.606513261795044,0.2033359259366989,0.1369517296552658
6,0.2764917213448844,0.21608007352237832,0.6118647456169128,0.21654996275901794,0.1481635421514511
7,0.2667443016713791,0.21422761005081542,0.6169734001159668,0.2187657356262207,0.14899253845214844
8,0.2583467778743233,0.2262687396309147,0.635477602481842,0.24443386495113373,0.16518807411193848
9,0.2507678110983228,0.2067187423371289,0.6362273693084717,0.2504960894584656,0.1698792427778244
10,0.2467111862626392,0.20619796839070648,0.6434758305549622,0.25744393467903137,0.17706744372844696
11,0.24026522163933908,0.21212838824889432,0.627420961856842,0.23739199340343475,0.16158851981163025
12,0.2352121912104928,0.19543377585607033,0.6566031575202942,0.2731216549873352,0.1870035082101822
