epoch,train_loss,val_loss,val_pixel_acc_ex_bg,val_mdice_ex_bg,val_miou_ex_bg
1,0.5438092066000872,0.3082580442058629,0.4928039014339447,0.10424769669771194,0.06812585890293121
2,0.4244370759761524,0.2857927416932994,0.5208598971366882,0.13499227166175842,0.08869313448667526
3,0.3878113693251811,0.272780809885469,0.5452879071235657,0.14289329946041107,0.0943884402513504
4,0.3649633988429742,0.26357746047192604,0.5712673664093018,0.16967229545116425,0.11221984028816223
5,0.3476675089965384,0.252912380726173,0.5689992308616638,0.17924103140830994,0.1193913146853447
6,0.3342794189335755,0.2594092318723942,0.5821551084518433,0.19173261523246765,0.12726740539073944
7,0.32347127967015205,0.23528234316357252,0.60053950548172,0.19523844122886658,0.13144610822200775
8,0.31500180908280384,0.23092396064051265,0.6155117750167847,0.20318180322647095,0.13714027404785156
9,0.3074625530225466,0.23214935763128872,0.6090928912162781,0.20735004544258118,0.13888013362884521
10,0.2986728587883012,0.23006963210886922,0.6292765736579895,0.2210976630449295,0.14900542795658112
11,0.29341095042410553,0.2215020043582752,0.6122802495956421,0.23359887301921844,0.15853703022003174
12,0.28774191575151314,0.22153693524927928,0.6204936504364014,0.2275056391954422,0.1546381562948227
