class_index,class_name,dice,iou,support,is_background
0,background,0.9903384447097778,0.9808615446090698,145564400.0,True
1,"shirt, blouse",0.5104913115501404,0.34272462129592896,529452.0,False
2,"top, t-shirt, sweatshirt",0.7199581265449524,0.5624488592147827,2653946.0,False
3,sweater,0.543738603591919,0.37337979674339294,171252.0,False
4,cardigan,0.1337989717721939,0.07169590145349503,71102.0,False
5,jacket,0.5417333841323853,0.37149131298065186,1123778.0,False
6,vest,0.13173575699329376,0.07051238417625427,137379.0,False
7,pants,0.8108261823654175,0.6818398833274841,2674313.0,False
8,shorts,0.6104563474655151,0.43932145833969116,381684.0,False
9,skirt,0.5369017124176025,0.36696213483810425,1451598.0,False
10,coat,0.5977394580841064,0.42626845836639404,1133693.0,False
11,dress,0.815253734588623,0.6881251931190491,7949950.0,False
12,jumpsuit,0.26362451910972595,0.15182460844516754,313468.0,False
13,cape,0.025911757722496986,0.01312593650072813,76320.0,False
14,glasses,0.6882710456848145,0.524705171585083,53391.0,False
15,hat,0.635007917881012,0.4652099609375,134737.0,False
16,"headband, head covering, hair accessory",0.2618395984172821,0.1506417840719223,92464.0,False
17,tie,0.18697582185268402,0.10312925279140472,1027.0,False
18,glove,0.27015772461891174,0.15617476403713226,21667.0,False
19,watch,0.13876771926879883,0.07455690950155258,12544.0,False
20,belt,0.2581309974193573,0.14819195866584778,135771.0,False
21,leg warmer,0.0,0.0,37438.0,False
22,"tights, stockings",0.6148484945297241,0.44388535618782043,274162.0,False
23,sock,0.24516290426254272,0.13970693945884705,25381.0,False
24,shoe,0.7241160273551941,0.5675406455993652,854045.0,False
25,"bag, wallet",0.6151536703109741,0.44420352578163147,525544.0,False
26,scarf,0.3582465648651123,0.21820972859859467,219364.0,False
27,umbrella,0.8952186107635498,0.8103128671646118,88384.0,False
28,hood,0.18912586569786072,0.10443899780511856,34849.0,False
29,collar,0.38380447030067444,0.23747403919696808,82485.0,False
30,lapel,0.5226545333862305,0.35377946496009827,248562.0,False
31,epaulette,0.0,0.0,1045.0,False
32,sleeve,0.8040204644203186,0.6722694635391235,2658035.0,False
33,pocket,0.2463400959968567,0.14047199487686157,171000.0,False
34,neckline,0.4313564896583557,0.27498695254325867,173563.0,False
35,buckle,0.009984745644032955,0.0050174216739833355,6895.0,False
36,zipper,0.11334449797868729,0.06007694453001022,26645.0,False
37,applique,0.07251241058111191,0.037620168179273605,40594.0,False
38,bead,0.26106491684913635,0.15012919902801514,33583.0,False
39,bow,0.0,0.0,7495.0,False
40,flower,0.007494822610169649,0.003761507337912917,12614.0,False
41,fringe,0.1310298889875412,0.0701080709695816,38034.0,False
42,ribbon,0.0,0.0,6464.0,False
43,rivet,0.0,0.0,7445.0,False
44,ruffle,0.33055469393730164,0.19800271093845367,478052.0,False
45,sequin,0.0,0.0,15175.0,False
46,tassel,0.0,0.0,3265.0,False
