run_name,status,model_name,image_size,learning_rate,batch_size,augmentation,run_mode,reduced_label_tag,num_classes,epochs,best_epoch,best_val_mdice_ex_bg,best_val_pixel_acc_ex_bg,best_val_miou_ex_bg,seconds,checkpoint_path,history_csv,per_class_csv,config_json
upernet_swin_tiny_res384_lr0.0003_bs16_weak_full_reduced_labels,completed,upernet_swin_tiny,384,0.0003,16,weak,full,reduced_labels,40,12,12,0.28903260827064514,0.4626177251338959,0.1961437612771988,12311.789323000005,outputs\task2\reduced_labels\checkpoints\upernet_swin_tiny_res384_lr0.0003_bs16_weak_full_reduced_labels.pt,outputs\task2\reduced_labels\histories\upernet_swin_tiny_res384_lr0.0003_bs16_weak_full_reduced_labels.csv,outputs\task2\reduced_labels\per_class_metrics\upernet_swin_tiny_res384_lr0.0003_bs16_weak_full_reduced_labels.csv,outputs\task2\reduced_labels\configs\upernet_swin_tiny_res384_lr0.0003_bs16_weak_full_reduced_labels.json
